"Video ",Video Link,Subject,Sub Subject,Category,Feature Tags
High Intent Accounts without Deals,https://www.loom.com/share/f5470f6e55d54308864466cc6905dfde?sid=e1075e76-1b4d-43b8-b538-cc2b9ef80571,Report,Table,"ABM, ABM Live Demo, Sales","Divide By, Top Level Filter"
Cold Accounts,https://www.loom.com/share/236ce17781ee4125956cdeae2b6e367d?sid=7b71ac97-d126-4a7c-93ff-334c3887696d,Report,Table,"ABM, ABM Live Demo, Sales",Top Level Filter
Contact Created,https://www.loom.com/share/4a615dd652d54b64ab28ac1ac334ff80?sid=6b6ae35d-1090-43c4-849c-66056ff0ea82,Goal,Stages,"ABM, ABM Live Demo, Business",Track Date Properties
Marketing Influenced Accounts Requiring a Sales Touch,https://www.loom.com/share/50001b73ea4d459aa5e0f5fd8f551d54?sid=f0a0f061-5c97-4e95-a69e-3407dfcf2d15,Report,Table,"ABM, ABM Live Demo, Sales",Top Level Filter
Close Lost,https://www.loom.com/share/85196ee82d3c4a4f94f40d21a12d1480?sid=204a2579-c9c0-4140-9d1f-d0e1639eb4fd,Goal,Table,"ABM, ABM Live Demo, Business",Track Date Properties
Deal Trend,https://www.loom.com/share/deb6b50adce9417c9dd21ea470b14dd7?sid=46decd1f-63df-41d6-b407-fa3bcd8039b7,Report,Line Chart,"ABM, ABM Live Demo, Business",Top Level Filter
Deal Value Trend,https://www.loom.com/share/c2e82f9ad8e14b17825d81c3f7690618?sid=7c18e9a1-9a03-4e31-bab7-b8ebf49ab54d,Report,Line Chart,"ABM, ABM Live Demo, Business",Top Level Filter
# of Deals in Pipeline,https://www.loom.com/share/64f842009eaa4c69bc9d72d8a7f795ab?sid=a1e67e68-0a29-415a-ba50-bfded7281de8,Report,Number,"ABM, ABM Live Demo",Top Level Filter
Deal Value in Pipeline,https://www.loom.com/share/95c94d57906f4c12b530e11a17879b3c?sid=bb0db60f-c113-4ef6-8ad4-c861dd27da12,Report,Number,"ABM, ABM Live Demo",Top Level Filter
"Channels that Drive ""Direct Sourced"" Deals ",https://www.loom.com/share/a0e0ebdad08043b48d4cd652d09faa8c?sid=81e8b919-fc40-453f-a9f3-8285bbc12c03,Report,Pie Chart,"Business, Website",Inline Column Filter
,,,,,
High Intent Pages,https://www.loom.com/share/0de889d5ddce405ba5e51a9070408f04?sid=cc32c7c4-030b-4312-858e-022b1e5f213a,Property,Intent,Roman Krs's Google Ads Template,
Region,https://www.loom.com/share/d45f6e804f0e47e3b1f57cb1bcfa51a1?sid=c37f7024-1280-491f-bdc2-6284e8a41403,Property,Intent,Roman Krs's Google Ads Template,
Spent - USA,https://www.loom.com/share/4cac962952e14eb3b4cdabfe40c391ed?sid=449982ed-9a45-4bcb-a16d-af6e4b701a0f,Report,Number,Roman Krs's Google Ads Template,
Conversion Rate,https://www.loom.com/share/3b32c8212b60468a894939851294c567?sid=ba05961c-abe1-490c-9415-f582bd36ade6,Report,Number,Roman Krs's Google Ads Template,
Cost Per Aquisition,https://www.loom.com/share/eb926073c72948349aad9f51e511e106?sid=d5194170-955a-41de-b69a-f509cce9c241,Report,Number,Roman Krs's Google Ads Template,
Channel Metrics over Time,https://www.loom.com/share/ceb33096875748c8a18b276e084c199b?sid=c573a585-3faa-44da-ba8e-fadf5d2f6132,Report,Table,Roman Krs's Google Ads Template,
Direct Conversions / Demo,https://www.loom.com/share/abc14ba1edc34823b20e1fd80d015ad3?sid=d2ef1bed-a21b-489d-b738-5e2d7627bb66,Report,Line,Roman Krs's Google Ads Template,
Direct Conversion Rates,https://www.loom.com/share/dd5449bb6eed401698db28634dd0cc1c?sid=46f59576-5daf-476a-8449-4c335bbcd744,Report,Table,Roman Krs's Google Ads Template,
Conversion Rates Linear,https://www.loom.com/share/97b1b1682ba34ea98eb4e95e82ecae0c?sid=ed47811e-2c09-4fff-bfbd-0635d6de12ab,Report,Table,Roman Krs's Google Ads Template,
Lift of Keywords on Leads,https://www.loom.com/share/af68e189b07d41729bbc7a82661e26ef?sid=9f4cdfc5-59b7-4e25-b050-a673c1818b22,Report,Lift,Roman Krs's Google Ads Template,
Lift of Keywords on Pipeline,https://www.loom.com/share/af68e189b07d41729bbc7a82661e26ef?sid=9f4cdfc5-59b7-4e25-b050-a673c1818b22,Report,Lift,Roman Krs's Google Ads Template,
Lift of Keywords on Closed Won,https://www.loom.com/share/fcc5ee30993340948e3567a403f816d7?sid=c52fb838-f060-483e-b900-15ccd4640c7d,Report,Lift,Roman Krs's Google Ads Template,
Keywords Performance (Direct),https://www.loom.com/share/af68e189b07d41729bbc7a82661e26ef?sid=2f89ded2-7f5c-4398-965b-49a77056114b,Report,Table,Roman Krs's Google Ads Template,
Region Performance (Direct),https://www.loom.com/share/728e8064fd4540f3a47759db9c58d9d2?sid=f7afe277-f4eb-4846-92d5-e235478ccdce,Report,Table,Roman Krs's Google Ads Template,
Google Website Visits Until Deal,https://www.loom.com/share/69094f39eba44aa3aca0972fb8c8ee92?sid=0f94d8fc-8854-421d-afbb-94fb8ad9d44b,Report,Number,Roman Krs's Google Ads Template,
Google Website Visits until Lead,https://www.loom.com/share/7b37bc828a62400ba436acb519d5f7eb?sid=f4b44997-fb65-4c16-a8f5-829743daddfc,Report,Number,Roman Krs's Google Ads Template,
Google Website Visits Until Closed Won,https://www.loom.com/share/842537b9db7245248fdaf52f87831939?sid=68f06f19-7b88-4c4d-bcca-e5aafea13910,Report,Number,Roman Krs's Google Ads Template,
SRA Mentioning Google Property,https://www.loom.com/share/d1dba9e13a6645ca833e96cde03992eb?sid=c57d027d-68ab-4b32-82c3-04aa569444b2,Property,Intent,Roman Krs's Google Ads Template,
SRA Mentioning Google Goal,https://www.loom.com/share/090a4f912f924e54969ff167e68caeab?sid=bc4ae5d7-67eb-4baa-a561-7d0328714d3e,Goal,Goal,Roman Krs's Google Ads Template,
SRA Mentioning Google,https://www.loom.com/share/14bf803a59b44f6e83b1eabd95af9cd5?sid=fd871d21-a631-4b39-b4fd-649f5c3e34a8,Report,Number,Roman Krs's Google Ads Template,
User Journey with Google Ads,https://www.loom.com/share/f23adf1a8a3349dc80c6c849fa5146f3?sid=b1a9c60f-4c86-4e58-8151-de3709913a3b,Report,Attribution Funnel,Roman Krs's Google Ads Template,
Book a Demo,https://www.loom.com/share/bf0c771dc30d49d7abba0474eedc1293?sid=5b7a4fbf-a36e-4714-97b7-d420726ca2b3,Goal,Goal,Roman Krs's Google Ads Template,
Impressed Accounts,https://www.loom.com/share/faca89fa0fd54d4abae4fcc55e1e7afc?sid=d469da41-1dab-49dd-9e01-2788dac4e232,Report,Table,,
LinkedIn Impressions,https://www.loom.com/share/3312bf2dd2784757a3565c7b688d3942?sid=04ceed79-523b-426e-bdcc-d2b8de867cef,Property,Intent,,
LinkedIn Influenced Qualified Leads,https://www.loom.com/share/a9aae6092fd543a2932a59bbd0b837dd?sid=92499d9b-b20f-490a-8a2f-451e365ba707,Report,Number,LinkedIn Dash,
LinkedIn Impressions,https://www.loom.com/share/5aadd72277534cbdb2eb44ecf4a017b8?sid=65b692a7-bdf7-4d8d-b5fe-605fc7b2b07a,Goal,Goal,,
LinkedIn Traffic,https://www.loom.com/share/c235167b0a5645d7bd8cde4653505dcf?sid=830d4c8c-2eff-43f6-a1e5-c8eae3ed55fb,Report,Table,,
LinkedIn CPC,https://www.loom.com/share/2ac8b2cfb4614548a21ff799b1f8c346?sid=9e65da14-062d-4493-bf12-8c53c4162a7c,Report,Table,,
LinkedIn Influenced Leads,https://www.loom.com/share/6f18a0ffc9d8427e98413646fcbeeb67?sid=3cb64b82-c6dc-4f44-9b50-8c5647b675c4,Report,Table,,
LinkedIn Cost per Lead,https://www.loom.com/share/17eb0ab223924eb686e5cbe8c7312ec4?sid=18637f8c-b755-4db6-abf8-3d76c4ca8f06,Report,Table,,
LinkedIn Cost per Qualified Lead,,Report,,,
LinkedIn Spend,https://www.loom.com/share/d84a324c71a1481391de48b37f087c6e?sid=ee307e62-56c3-4b53-91fe-f0103b394ccd,Report,Number,LinkedIn Dash,
LinkedIn Paid Social Touchpoint,https://www.loom.com/share/71de01d18f1c417cad0af741a96eda88?sid=6ea20b8c-7609-4f21-a388-12f9e9d1b617,Goal,Goal,LinkedIn Dash,
LinkedIn Impressed Accounts,https://www.loom.com/share/a6c91804e75b4ca58bc3bf574f348bdc?sid=e4543467-f87f-4349-9198-8642c5f36098,Report,Number,LinkedIn Dash,
LinkedIn Impressions,https://www.loom.com/share/0041cde410f343fc97fc2134f98f1744?sid=2205811b-ab43-4f9f-88e7-7e72dbe5bc25,Report,Number,,
LinkedIn Traffic,https://www.loom.com/share/d29aed4589914f7d83d14d81fb9aa7af?sid=434a78ad-e232-4e13-86f3-b415e64395f0,Report,Number,LinkedIn Dash,
LinkedIn CPC,https://www.loom.com/share/b94f851797774dd09b0b7fc8f4516f0b?sid=eef9b9e4-f330-4232-9650-007f9561d588,Report,Number,LinkedIn Dash,
LinkedIn Influenced Leads,https://www.loom.com/share/cbc1c505f6984e00a4b35f65a123a187?sid=f30d26e0-cc63-48a2-9374-acec98a5f680,Report,Number,LinkedIn Dash,
LinkedIn Cost per Lead,https://www.loom.com/share/93dc6f147bb742f5b6150ee10e8e03f3?sid=29413243-d967-4dc8-91de-e4c25fa82846,Report,Number,LinkedIn Dash,
LinkedIn Cost per Qualified Lead,https://www.loom.com/share/3d8f2a8b46e04508a7fe78999a235c5d?sid=9d28b631-18e0-40fa-aeb4-ab1046a83cdb,Report,Number,LinkedIn Dash,
Campaign Impressions,https://www.loom.com/share/25fea34ec57649b497effb31f1f160a8?sid=a5a6830e-0389-4743-8d67-a9a8a0a194a7,Report,Attribution Funnel,LinkedIn Dash,
LinkedIn Influenced Deal Trend,https://www.loom.com/share/e19be15d4959457ba5ce038c38bbf654?sid=0abfc97d-a9a0-4137-9ac6-8d79fcf7ab58,Report,Line,LinkedIn Dash,
LinkedIn Influenced Deal Value Trend,https://www.loom.com/share/28e5e3949b8042958f6bececdcf86888?sid=0defb4bd-765a-4591-bc13-a5d4edd22cd0,Report,Line,LinkedIn Dash,
LinkedIn Influence,https://www.loom.com/share/b7c750eaab2d4c9b8883a2b8f37c0628?sid=c60f6c0c-8461-4864-b3e3-296ec66aa206,Goal,Goal,LinkedIn Dash,
Action Names Table,https://www.loom.com/share/987fce3c13894fad8a34369f5294ad26?sid=c9bf7e69-a229-4dc5-ae21-51d844d993c7,Report,Table,HockeyStack Platform,
Duplicate Dashboards,https://www.loom.com/share/9c3829c1987540998bcc6a947986f2b7?sid=ac34f70e-52a0-4d3e-bb69-48fd9212903f,Feature,Duplicate,HockeyStack Platform,
Accounts with LinkedIn Exposure but without an Opportunity,https://www.loom.com/share/79731cafde254a9895394482d9e04ecc?sid=ab366549-c7ca-4870-a12b-9fb0852cfad7,Report,Paid,Paid,Inline Column Filter
ENT Accounts with LinkedIn Paid Touchpoints,https://www.loom.com/share/f2df81e318a644c0a15bc9585806f34a?sid=c0f2ee8b-42cc-4560-b81c-6518b6b500ab,Report,Paid,Paid,Top Level Filter
Content Engagement Goal,https://www.loom.com/share/a359be7a5c104dbcbcc18089a15d1c2d?sid=07565cee-4d3c-44aa-978e-7479f7f445da,Goal,Goal,Content/Organic Dashboard,"Defined Property Mapping Goal, New Goals Page"
Content Engagement Report,https://www.loom.com/share/74d973955e4e4290a788d33c29a21039?sid=f2f01258-827b-413e-bb52-6589feb867e4,Report,Bar Chart,Content/Organic Dashboard,
Content Influenced Pipeline,https://www.loom.com/share/6a235b9441c343088fc43da173b3b4d7?sid=7ec4bcae-5f68-4bb4-aa6f-5b969330bd23,Report,Number,Content/Organic Dashboard,Sequence of Actions
"% of Pipeline Influenced by Content ",https://www.loom.com/share/1891852409b4451193b9be864d238a59?sid=19a41b1c-21bc-4622-ba5e-cbec5230f04f,Report,Number,Content/Organic Dashboard,"Divide By, Percent Ratio Format, Sequence of Actions"
Content URLs Defined Property,https://www.loom.com/share/431285775db3469aa54c495883fcedc8?sid=1d7f8f6e-4257-40b6-833d-146d9dd528ef,Defined Property,Defined Property,Content/Organic Dashboard,
Content Influence,https://www.loom.com/share/b533f87c1f5f4affac39e3287b450942?sid=aa3499c3-57e0-4d73-9c79-68d35bd64b79,Report,Table,Content/Organic Dashboard,"Attribution, Divide By"
Content Engagement Lift on Pipeline,https://www.loom.com/share/6ab710af86cd4fafb15339b5d8fcb0aa?sid=770d010e-3b0e-4e1b-9a01-030f20d5c9ef,Report,Lift,Content/Organic Dashboard,"Divide By, Sequence of Actions"
Content Engagement Lift on Pipeline by Content Piece,https://www.loom.com/share/6ce98c5780404e32af1f58eaaaa4169d?sid=1cbe8791-0b87-490e-9804-69b83bcb2417,Report,Lift,Content/Organic Dashboard,"Divide By, Sequence of Actions"
Average # of Content Touchpoints,https://www.loom.com/share/3d58c6bd8cab462eabb9fe55943e33de?sid=5eec6881-a3b3-46ae-9603-1832b4cfff29,Report,Number,Content/Organic Dashboard,Divide By
Average # Content Touchpoints -> Pipeline,https://www.loom.com/share/77c121c71a2e4e5aba0408c58938c4e6?sid=a98ffd7c-c4c8-4803-8447-d15a23923508,Report,Number,Content/Organic Dashboard,"Divide By, Sequence of Actions"
"% of Website Visitors who have Viewed Content ",https://www.loom.com/share/71655e3998964dc19514442675128879?sid=6ac173de-0945-4557-bf5d-b4d6415af8b9,Report,Number,Content/Organic Dashboard,"Divide By, Percent Ratio Format, Sequence of Actions"
Meeting Created,https://www.loom.com/share/1aa30a2570c24df9bded4d1441ca4302?sid=14ee7486-f588-4904-a780-c372a6f89ff2,Goal,Goal,Gaetano DiNardi's Blog Vitals Dashboard,
Blog Touchpoints,https://www.loom.com/share/3c08390c24da4336b9255819e65b02cd?sid=a021312b-6da6-48e2-b414-4d3198cb95e9,Goal,Goal,Gaetano DiNardi's Blog Vitals Dashboard,
Newsletter Sub,https://www.loom.com/share/b9d0096ee0034902b1fcf679b596d358?sid=21a25ecd-58c0-4b2c-904e-7f9dfd1038d0,Goal,Goal,Gaetano DiNardi's Blog Vitals Dashboard,
Blog Posts,https://www.loom.com/share/007df218c78e4864884c809365003908?sid=3db13a7c-7327-45c0-870e-71822a9a217f,Defined Property,Defined Property,Gaetano DiNardi's Blog Vitals Dashboard,
Blog Entrances that Book Later,https://www.loom.com/share/39806de88b1e4eb3b198ea6413c04549?sid=48dc5a74-5562-4728-bb98-9f6917f3b76d,Report,Table,Gaetano DiNardi's Blog Vitals Dashboard,
LinkedIn Cost Per Deal,https://www.loom.com/share/654ea22847cc40589f39f759f88960ed?sid=cc435daf-c068-48b3-ae3e-259e2f1c2f6c,Report,Number,LinkedIn Dash,
LinkedIn Cost Per Won Deal,https://www.loom.com/share/3fe10c753d4a4ecbb36cb2d3965eb983?sid=9058734e-4a3a-49cc-8a10-098239c690bb,Report,Number,LinkedIn Dash,
LinkedIn ROAS,https://www.loom.com/share/aeda079b24924d7893b4be7a444fc961?sid=f07f998b-34c5-4d08-a188-7933954a062e,Report,Number,LinkedIn Dash,
LinkedIn Campaigns Groups (Time Decay Attribution),https://www.loom.com/share/2d9483086e9d46c49ae25819b291b45e?sid=6d314040-1983-41cf-8711-6815502ed8d4,Report,Table,LinkedIn Dash,
LinkedIn Campaigns (Position Based Attribution),https://www.loom.com/share/bb8e591cb8534938b7693fa6f3352635?sid=0e2ff531-306e-4105-bc69-6df3a72be3c5,Report,Table,LinkedIn Dash,
LinkedIn Creatives (Uniform Attribution),https://www.loom.com/share/0ed113f175e24d26bbaaaa5346c5f0fb?sid=2d3f8313-38de-412f-9d06-1a0b508cdc1e,Report,Table,LinkedIn Dash,
Metrics for LinkedIn Influenced Leads,https://www.loom.com/share/8c04470160e8447cb8436377e3f9165e?sid=a4c5ce5b-35d7-4254-b1cf-3847001e14f0,Report,Table,LinkedIn Dash,
Metrics for Non-LinkedIn Influenced Leads,https://www.loom.com/share/afaf4806fd8d4be0ae61991b812846c8?sid=fa6c4171-873d-4bcd-9998-d69e84723750,Report,Table,LinkedIn Dash,
Unified Channel without Paid LinkedIn Touchpoints,https://www.loom.com/share/9a89b8c26fb2470a998a96660d38ec57?sid=fd094121-39a6-4020-ac02-014f64fedfda,Goal,Goal,LinkedIn Dash,
Campaign Performance (Direct),https://www.loom.com/share/98022eaba594451ebbd79fefabea86de?sid=c189fb05-8aee-4d72-8efb-13c411455027,Report,Table,Roman Krs's Google Ads Template,
Keywords,https://www.loom.com/share/ad37bb1a62c3487585d99e3a4212230c?sid=48898710-27c7-4c17-87b5-6efdf1b3e83e,Defined Property,Defined Property,Roman Krs's Google Ads Template,
Total Performance (Organic & Paid),https://www.loom.com/share/bc2212016f2341e2bc8c095edcc443ff?sid=77d02838-68e7-4f8d-83c8-a88558b26601,Report,Table,Silvio's Paid Ads Template,
